"$gamma_1$","$delta_1$","LSa","LIa","LSb","LIb","$ARL_0$","$ARL_1_conjunta$"
0.1,0.5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.03158811525488
0.1,1,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1
0.1,1.5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1
0.1,2,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1
0.1,3,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1
0.1,5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1
0.1,10,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1
0.1,20,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1
0.5,0.5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.50560320772979
0.5,1,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.27630845036422
0.5,1.5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.08370014415813
0.5,2,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.02594914710693
0.5,3,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.0015342904409
0.5,5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.00000006
0.5,10,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1
0.5,20,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1
1,0.5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.5429027722229
1,1,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,3.8851557290856
1,1.5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,5.2656449419847
1,2,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,7.25040130971249
1,3,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,12.5963494771507
1,5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,6.26889366188521
1,10,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.42389766755025
1,20,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.00919100524204
1.5,0.5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,1.4208757624597
1.5,1,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,5.10644173539767
1.5,1.5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,32.7100755537325
1.5,2,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,103.118084643449
1.5,3,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,133.344712082098
1.5,5,3.25726394722693,0.656180427935623,4.63405765229204,0.0157177206450386,370.540544546384,25.2601032835103
