"$gamma_1$","$delta_1$","LSa","LIa","LSb","LIb","$ARL_0$","$ARL_1_conjunta$"
0.1,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
0.5,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.02507959743074
1,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,7.14929150521183
1.5,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,102.061645233721
2,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,372.856077554064
2.5,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,25.384576331421
3,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,5.03519602018107
4,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.51554647574823
5,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.11675943215016
6,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.03187247707179
0.1,0.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.03086194490661
0.1,1,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
0.1,1.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
0.1,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
0.1,3,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
0.1,5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
0.1,10,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
0.1,20,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
0.5,0.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.50098764987362
0.5,1,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.27211573200083
0.5,1.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.08185767945855
0.5,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.0250838006007
0.5,3,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.0014340535647
0.5,5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
0.5,10,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
0.5,20,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
1,0.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.54040007270688
1,1,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,3.85987123469561
1,1.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,5.21197085465898
1,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,7.1462260780082
1,3,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,12.4598170898851
1,5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,6.37958532695375
1,10,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.43856741702343
1,20,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.00973791242745
1.5,0.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.4200995205744
1.5,1,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,5.07609059806499
1.5,1.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,31.6475726311792
1.5,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,100.82677959266
1.5,3,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,137.362637362637
1.5,5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,26.2136940337632
1.5,10,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,3.22505740602183
1.5,20,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.13831688465435
2,0.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.32040742491503
2,1,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,3.24544663836637
2,1.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,21.8732228006474
2,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,379.075056861259
2,3,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,451.6711833785
2,5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,75.7346258709482
2,10,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,7.30033581544751
2,20,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.51648878253248
2.5,0.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.2482836100362
2.5,1,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,2.19239589408097
2.5,1.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,6.11254416313158
2.5,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,25.9174787476674
2.5,3,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,268.817204301075
2.5,5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,168.067226890756
2.5,10,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,15.3101843346194
2.5,20,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,2.24233346189378
3,0.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.19879065998221
3,1,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.70252757243404
3,1.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,2.84425432184444
3,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,5.00440387541036
3,3,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,10.2895478772663
3,5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,26.6098988823842
3,10,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,27.9142474318892
3,20,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,3.40850216780738
4,0.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.13711568332693
4,1,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.29622668412252
4,1.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.44615669397011
4,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.51221415371959
4,3,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.41463925284413
4,5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.15446245918975
4,10,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.00718525964229
4,20,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
5,0.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.0987489644291
5,1,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.14719945668634
5,1.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.1486093786253
5,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.11743579772624
5,3,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.04500851681941
5,5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.00292452792342
5,10,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
5,20,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
6,0.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.07561347614612
6,1,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.08092916671171
6,1.5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.05822345446464
6,2,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.03215365052103
6,3,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.0057690915089
6,5,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1.00006000360022
6,10,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
6,20,3.2532741858265,0.658186065672549,4.62803180008618,0.0154725998448255,372.02380952381,1
